customer_id,Y
153193,1
287676,1
170402,0
209102,0
187506,1
271542,1
450263,1
248130,1
307434,1
332669,1
253981,0
310004,1
329770,1
138840,1
213763,0
495456,0
417194,0
466485,1
298752,0
133456,1
470686,0
299990,0
197234,0
416353,1
287211,1
328070,0
495383,0
220368,1
386711,1
130454,1
152574,1
363795,1
455531,0
136036,1
166887,0
325706,1
278623,0
275208,1
213914,1
498371,1
422781,1
172876,1
352679,0
332814,0
252175,0
467059,1
304752,1
243116,0
322952,0
475014,1
236989,0
176706,1
439600,0
250158,0
316677,1
274410,0
282044,1
272411,1
306442,1
429276,0
356406,1
243415,1
485074,1
448618,1
328711,1
428669,1
422842,0
277166,1
418453,1
493943,1
318774,1
310228,1
186377,0
156105,1
171875,1
407779,1
438791,1
364328,1
145964,1
368474,1
133767,0
348568,1
437902,1
459114,1
371697,1
184351,1
379207,1
268062,1
293823,1
436065,1
143403,1
169477,1
484619,0
315803,1
436860,0
359258,0
485670,0
181038,1
464365,0
443368,1
184070,1
396839,0
240666,1
421389,1
452923,0
292648,0
248137,0
133365,0
307390,0
270649,0
432964,1
334903,1
477677,1
291301,0
360641,1
372400,1
357238,0
431668,1
387063,1
480989,1
301846,0
178661,0
373189,0
200533,0
341111,1
403050,1
408215,1
298591,1
318896,1
296290,1
314519,1
331045,0
347128,1
276056,1
478872,0
441833,1
470049,1
231331,1
183572,1
135719,1
319198,1
244100,0
124990,0
307745,0
485166,1
484458,1
359877,1
478727,1
214737,1
219981,1
329019,1
379669,0
160524,1
241435,1
216717,0
307334,0
478320,0
442256,1
384929,1
463777,0
184971,0
245214,1
369522,0
307443,0
446311,1
313540,1
480222,0
311005,1
211870,1
344154,1
158613,1
402399,0
266264,0
495735,1
451896,1
414616,0
321196,1
412173,0
480279,1
452191,1
488349,1
190770,1
345282,0
384573,1
452226,1
288678,1
320480,1
416272,1
124049,1
340140,1
440644,0
323103,1
335233,0
183860,1
345384,1
132705,1
414318,0
357631,1
439450,1
148046,1
259171,0
213296,0
142778,0
364492,1
483231,1
227014,0
479408,1
292993,1
150494,1
309104,0
137380,1
228298,0
275283,1
371949,1
382060,1
386669,0
131089,1
196288,1
196228,1
398055,1
372006,1
278234,1
140927,1
453027,1
469325,1
261097,0
188037,0
316670,1
130695,1
493328,1
289894,1
146528,1
294605,0
170187,0
174618,0
252319,1
224612,0
390784,0
408014,0
403404,0
229225,1
315169,1
227779,1
319213,0
272917,1
323627,1
268605,1
331854,1
454551,0
354283,1
429772,1
413126,1
259488,1
416352,1
164501,0
235206,1
435626,0
347978,1
461393,1
411563,0
350326,1
177734,0
441369,0
188842,1
328405,0
195450,0
308291,0
334503,1
248491,0
282520,0
327179,1
242068,0
196527,0
470959,0
448838,0
327341,0
287700,1
160136,1
143053,0
311242,1
482279,1
384865,1
205029,0
249487,0
265746,0
436851,1
492865,1
215012,0
196158,0
328354,1
212117,1
305430,0
338833,0
398967,1
325980,0
381841,0
193788,1
166602,1
384183,1
254645,0
214689,1
217185,0
153348,1
219513,0
392848,1
245565,0
472456,1
373299,1
313842,1
338656,1
272297,1
280147,1
243437,0
422848,0
364442,0
467133,0
265455,1
489191,0
136808,1
320236,1
177932,1
319706,1
460480,1
359237,1
245210,0
403858,1
184786,1
389284,0
474393,0
455937,1
324080,1
403008,1
220843,0
180587,1
427451,1
452138,0
175284,1
327430,0
328698,0
157324,0
344994,1
309504,1
167973,1
259075,1
390152,1
237289,0
342688,0
190100,0
136625,1
405038,0
276468,1
463409,0
240829,0
193167,0
357192,1
217387,1
150310,0
312248,0
376460,1
375624,1
397996,1
156340,0
211628,0
285362,1
264912,0
392914,0
437540,1
195745,1
137083,1
481153,0
270568,1
419323,1
165470,1
355804,0
184278,0
222806,1
306519,1
451299,0
498834,0
274435,0
203144,1
254965,0
307422,1
414806,0
209282,1
296218,0
140587,1
278289,1
384360,0
391171,0
425968,0
152244,1
485711,1
318298,1
479589,0
493973,1
277431,1
401133,1
444875,0
458570,1
469801,1
284607,1
351727,1
183665,1
208010,1
293747,1
351840,1
138141,1
447132,0
322932,1
417920,1
141494,1
401460,1
132277,0
174699,0
458444,0
369229,1
440071,0
304198,0
494691,1
417509,0
430299,1
343527,0
318427,0
335135,1
330656,0
161640,1
295132,1
478468,0
173628,0
267474,0
209981,0
336685,0
178187,1
443568,1
485505,0
172048,0
456459,1
280129,0
430885,1
221461,0
277375,0
298300,1
335254,0
365567,1
454873,1
428619,0
243410,1
371897,1
483270,0
387156,1
137081,1
134391,0
151311,1
254140,1
237476,1
177233,0
356491,0
368218,1
496066,1
162941,0
169142,1
281961,1
365068,0
176454,1
300443,1
310131,0
146644,1
281359,1
315306,0
212175,0
183160,1
171144,1
236871,0
494097,1
304289,1
499185,1
460622,1
302069,1
127658,1
138563,1
382096,0
145020,1
413157,1
409942,1
124329,1
353756,0
209364,0
214331,1
235776,0
162959,1
203239,1
344790,1
125942,1
444177,1
134598,1
372654,1
412555,0
354505,1
165679,1
417817,1
197518,0
288959,1
474020,0
254606,1
355668,1
393183,1
333935,0
212889,1
137252,0
188413,0
219402,1
135124,0
360455,0
363582,1
290233,0
186797,0
374268,0
441885,1
171254,1
151074,1
197945,1
211494,1
275508,1
336771,1
302999,0
209785,0
498821,1
134330,1
310600,1
243912,1
494002,0
128327,1
176423,0
322051,1
330496,1
332542,1
306243,0
494593,1
365051,1
329420,0
127033,1
164696,1
197855,1
421772,1
417396,1
344870,1
148492,1
129128,1
308485,1
145540,1
138601,1
319166,0
298880,1
443623,0
343625,1
135899,1
129428,1
351556,1
175052,0
452720,1
362714,0
141263,1
418589,0
180345,1
456006,0
440916,1
448120,0
406857,0
330631,1
296171,1
332029,1
382942,1
139735,0
147640,1
390669,1
268257,1
272059,1
246118,1
279417,0
272269,0
362253,1
497622,0
485727,0
153111,1
373167,1
246050,1
434831,0
405688,0
337615,1
268203,1
464637,0
192857,0
386600,0
337838,1
136698,0
372499,1
497414,1
276502,1
339029,1
321438,1
179114,1
222957,1
234547,1
367461,0
426623,0
443775,0
194568,0
442167,1
433133,1
164003,1
392267,0
292498,1
345201,1
178393,0
282444,0
283374,0
216889,1
244862,1
318527,1
294869,0
410440,0
372985,0
199579,0
340424,1
127202,1
177629,0
308298,0
184188,1
300491,1
326813,1
497178,0
286749,0
401422,0
471203,1
158218,1
417786,1
291372,1
382204,0
419317,1
180920,1
341001,0
272238,1
455564,1
419772,0
210796,1
441335,1
201528,1
465453,1
155795,0
291484,0
353859,1
483471,0
261359,0
451977,1
495099,1
330171,1
436324,1
477667,1
429127,1
409979,1
318578,1
313998,0
346113,0
369109,1
178450,0
342668,0
492892,0
465402,1
231918,0
187428,1
192663,1
362625,1
313408,1
387123,1
263341,1
420587,0
148488,0
150789,0
258173,1
331091,1
295506,1
260043,1
432848,0
381662,0
351102,1
352582,1
416579,1
126914,1
449568,1
213485,1
368095,0
436930,0
409378,0
388721,1
224872,1
180694,0
223325,1
145327,0
204821,0
248477,1
388703,0
164320,0
405827,0
154813,0
421844,1
210111,0
265695,0
276424,1
445149,1
157495,1
280365,1
125188,1
379135,0
347674,1
346956,0
326820,0
183028,1
239797,0
350618,1
286345,1
479220,1
344361,1
148356,0
359436,0
217846,0
393051,0
378628,1
194946,1
142698,1
311730,0
196382,0
156727,1
409098,1
160050,1
198766,1
275562,1
284012,1
261080,0
241614,1
285194,1
226603,0
173477,1
287776,1
291858,1
441461,1
296330,1
364317,1
398056,1
449532,1
231724,1
291093,1
426011,1
144520,1
421584,0
399235,1
275708,1
479077,1
148379,0
461677,1
350431,1
316560,0
362551,1
165729,1
202597,1
438177,1
245935,1
271248,1
136393,0
267285,1
203467,1
313924,1
231699,1
291616,0
182444,1
225287,0
164894,1
226915,1
393158,0
469642,0
203409,0
479143,1
325906,1
494944,0
245440,1
170145,0
241063,1
418736,0
237761,0
184295,0
224275,0
196315,0
439662,0
129283,1
498885,0
303853,1
207109,1
197660,1
131077,0
251681,1
466225,0
438049,1
419200,0
378207,1
409753,1
283464,1
470252,0
360449,1
414935,0
147821,0
178841,0
453287,1
139256,0
447998,1
334535,0
368247,1
498166,1
447797,0
352171,1
257383,1
462134,1
132496,0
296270,0
261348,1
397672,0
274976,1
267212,0
271325,1
325123,1
232070,0
297480,1
301308,1
188375,1
133211,1
374198,0
159265,1
379387,1
467132,0
157877,0
407356,0
342722,1
193506,1
466509,1
411423,0
136128,1
128860,1
203122,1
489362,1
477683,1
419330,0
243375,0
486189,0
375764,0
214216,1
212027,1
376475,1
236018,0
249232,1
368558,1
295640,1
438616,0
140673,1
475604,0
317803,1
259123,0
296243,1
333363,0
295912,1
493303,1
146667,1
380173,1
252472,0
288531,1
261939,1
399469,1
258782,1
460625,0
216732,0
224095,1
130475,0
167708,1
163222,0
241491,0
239281,1
244340,1
475022,0
417275,1
354904,1
389436,1
423913,1
372137,1
184328,0
195307,1
376953,1
200500,1
393640,0
271289,1
338426,1
306387,1
495210,1
359913,1
371061,0
470524,1
470794,1
412260,1
454284,0
460406,0
424152,0
385097,0
154454,0
476887,1
252557,0
124497,0
279651,1
473089,1
281054,1
490931,1
282425,1
250296,1
464287,0
311442,0
320736,1
226759,1
199660,0
180677,1
213428,1
376754,1
462652,1
401389,1
269311,1
434611,1
453274,0
132555,0
451936,1
219687,1
265734,1
407335,0
189284,1
382189,1
416852,0
139590,0
198170,0
327130,1
429577,1
432092,1
315006,0
477704,1
141983,0
443872,1
425668,1
407664,1
211477,0
474605,1
412864,1
136755,1
276885,0
258891,1
160288,1
266085,1
345906,1
280418,1
211233,1
178438,1
370984,1
146230,1
191298,1
419343,0
282745,1
427981,0
367726,0
386863,0
490069,1
247162,1
214820,0
359088,1
353751,1
347841,1
458349,1
317583,1
179641,1
140448,0
447000,0
348798,0
215445,1
420245,1
164941,0
240605,0
271511,1
291817,1
465979,1
335984,0
172350,0
410276,1
154005,0
226733,1
282978,1
327856,1
211430,1
338530,1
251809,0
478018,0
274802,0
296884,0
420917,1
276344,0
335802,1
348218,1
415903,0
146315,1
325534,0
164141,0
167201,1
282734,1
349735,1
182635,1
199307,1
458062,1
155226,1
231660,1
412821,1
305446,0
225959,1
332452,1
244587,1
366999,1
499129,1
383293,1
168319,1
166856,1
315508,1
340143,1
402157,1
411750,1
348141,1
170082,1
261654,0
247956,1
361877,0
238256,1
457145,0
471540,1
485965,1
138015,0
268129,1
221680,0
155630,0
469403,0
161049,0
379490,1
214605,1
194550,0
211249,1
153658,1
341648,1
187473,1
318795,0
243628,0
272358,1
305412,1
313202,1
404480,0
165865,0
189580,1
340610,1
336790,1
192273,1
411415,1
237461,0
373422,1
291765,1
188767,0
389671,1
124167,0
464863,1
260673,1
181733,1
277262,1
400350,1
230454,0
327686,0
395328,0
480608,0
290514,0
259381,1
453054,0
432534,1
254510,1
279816,0
282379,0
196722,1
419259,1
400116,0
361607,1
417337,1
149738,0
266607,0
440704,1
344324,0
429753,1
274795,0
144532,1
130194,1
298544,1
175808,0
207150,0
184688,0
128102,0
304936,1
322114,1
246859,0
283782,0
185313,1
181563,0
251168,0
403907,1
426985,1
192274,1
493354,0
340994,1
350498,1
376675,0
257064,1
149814,1
322838,0
482809,1
361950,1
387275,1
485380,1
399685,1
279323,1
459671,1
297372,1
139275,1
213879,1
416816,1
498539,0
477425,0
184410,0
258210,1
477611,0
281445,1
275450,1
494356,1
318434,0
126247,1
195868,1
149461,0
253864,1
353420,1
282458,0
199082,1
429500,0
477139,1
179545,1
223874,0
199185,1
361568,0
357618,1
359335,1
401573,1
483095,1
394710,0
384210,1
295386,0
418982,1
430190,1
347948,1
494777,0
372118,1
457609,1
289592,1
200076,1
367468,1
162618,1
302686,0
443779,1
292942,1
327837,0
437673,1
442793,0
492582,1
341577,1
263685,1
183008,1
272520,1
134764,0
407209,0
160908,1
310657,1
395400,1
255455,1
408691,0
255021,0
432433,1
445284,1
424538,1
163033,1
325575,0
424771,1
235221,1
342889,1
445269,1
427840,0
248504,1
322012,1
375027,1
498566,1
217821,1
427340,0
135092,0
125332,1
490016,1
443619,0
279784,1
439355,1
287993,0
334635,1
265461,0
405145,1
191494,0
256322,1
133479,1
297094,0
468765,1
285304,0
148977,0
462639,1
354127,1
175589,1
168442,1
344383,1
154335,1
318000,1
222873,1
186549,1
189227,0
490037,1
464851,1
192627,0
170682,0
314908,0
297503,0
343547,1
222083,0
182243,1
164264,0
399353,1
434999,0
498025,1
141881,1
355627,0
129463,1
149173,1
274242,1
262835,1
157245,1
406381,1
297755,1
471017,1
130347,1
194076,0
364882,1
267383,1
421463,1
355283,0
401205,1
462625,1
286569,1
157026,1
324435,0
402611,0
139006,1
193511,0
443448,1
281128,0
148335,1
410229,1
127379,1
419857,1
218182,1
297710,1
181872,1
352665,1
414812,0
388008,0
433097,1
330231,1
305995,1
232766,1
172053,0
459309,0
452834,1
261240,0
493928,1
352130,1
293533,1
211076,0
448407,1
210101,1
123766,1
244322,1
499906,0
474659,1
311608,0
175981,1
346035,0
310127,0
382021,1
158463,0
232805,1
357221,1
380659,1
440695,0
261819,1
482461,1
476789,1
341557,1
264014,0
336399,1
490542,1
312065,1
420775,1
228578,0
392001,1
300600,1
432425,1
359746,1
278881,0
237478,1
367112,1
293179,1
218363,1
395794,1
168953,1
160541,1
373278,1
224520,1
378524,0
282660,1
240875,1
194254,0
363159,0
414613,1
289870,0
304885,0
159414,1
434096,0
323366,1
490062,0
326455,1
486291,1
483885,0
246306,1
438334,0
224934,1
476972,0
228674,1
419647,1
409677,0
418097,0
394486,1
487245,0
356903,1
224107,0
460016,0
145102,1
468919,1
407465,1
331312,0
198743,1
382536,1
455243,1
268002,0
315794,1
295604,0
314503,0
209303,1
242875,0
390109,1
414167,1
181164,0
429268,1
124432,0
343808,0
286555,1
303378,1
387298,0
177390,0
407390,1
320399,0
449821,1
447122,1
148415,1
241171,1
451052,0
461281,0
479211,0
476589,1
430913,1
306402,1
371312,0
390916,0
223985,0
368623,1
448751,0
155017,1
157242,1
383685,1
327755,0
271818,0
238135,0
315304,0
335729,0
218830,1
190734,1
390858,0
498011,1
450705,1
490298,1
173563,1
481011,1
224861,1
491503,1
459886,0
316729,1
494344,1
382245,1
413327,0
251496,0
399005,0
150705,0
214067,1
236144,1
419946,1
141744,0
371996,1
480311,0
361520,1
216223,1
428558,0
268917,0
270813,1
266505,0
199278,1
469781,0
453730,1
197419,1
254305,1
352155,1
308506,1
173587,1
313388,1
412943,1
395569,0
163769,0
463395,1
159186,1
149583,1
435032,1
179692,1
236620,1
399234,1
211247,1
143344,1
498786,1
447708,0
201313,1
233972,0
381640,1
340694,1
222251,0
128984,1
348605,1
386513,0
387587,0
470151,0
397700,0
287848,1
480502,1
210191,0
328458,0
293332,1
403911,0
488951,1
453044,0
238617,0
138346,0
395873,1
217613,0
336831,1
251606,0
149954,1
255116,1
297181,1
156263,0
445585,0
425947,1
481889,0
308319,0
414754,1
319272,1
451287,1
368553,1
387092,1
284574,1
157061,1
200772,1
495597,1
159991,1
284725,1
486861,1
487536,1
150661,0
355725,0
153464,1
132414,0
478325,1
427236,1
271855,1
461069,1
273137,1
153336,0
451513,1
299647,0
353811,0
312049,1
334524,1
425222,1
321888,1
154663,1
285185,1
370124,1
173782,0
327380,0
494419,0
408953,1
259759,1
447096,1
301012,1
498647,1
151487,1
345920,1
396453,0
427933,1
183274,0
354759,0
166871,0
252269,0
465367,1
213539,1
317839,1
156143,0
131910,1
242022,1
186047,1
474824,1
485808,1
165668,1
166999,1
457740,1
461263,0
310596,0
154997,0
230655,0
134569,1
321007,1
308520,0
422529,1
433362,1
441225,0
184832,1
179807,1
135504,0
239481,1
468181,1
157097,1
458511,1
308662,1
306763,1
131883,1
197827,1
247384,0
201961,1
165354,0
274738,1
292744,1
204174,1
375175,1
130984,1
345983,1
445622,1
309361,1
423444,1
252993,0
307111,1
250027,1
466372,1
411626,1
194494,1
264773,0
402843,1
414724,1
392632,1
313033,1
288323,0
423808,0
470245,0
423325,1
223153,1
257167,1
243563,0
184172,1
426595,0
408946,0
154012,1
452006,1
282858,0
282556,1
312645,1
144527,1
294297,1
289159,1
461039,0
214670,1
332755,1
365863,0
245018,1
124063,0
410719,1
180874,1
242506,0
298216,0
149371,1
305398,1
290487,1
377976,1
385623,1
172507,1
339904,0
338225,1
308275,0
214287,1
239294,0
423303,1
234628,1
381900,0
168457,0
497797,1
426067,1
414030,0
228088,0
232071,1
318316,1
406927,0
392843,1
136348,0
234320,1
324975,1
138707,1
416542,0
475280,0
402078,0
462814,1
451691,0
347925,1
209667,1
124700,1
472835,0
330802,0
475611,1
259640,1
209077,0
315125,0
468575,0
155510,1
392589,0
228472,1
173116,1
435551,1
453895,0
455634,0
245896,1
409591,1
346624,1
460248,0
133755,1
383417,0
157440,1
459418,0
304483,0
226942,1
409955,0
388529,1
415634,1
391166,1
498341,1
166804,1
380352,0
144645,0
489958,1
191748,1
336923,0
212230,1
397965,0
331898,0
214815,1
254513,0
188873,1
235741,0
173822,0
187011,1
218290,0
419584,1
244972,0
164157,1
138046,1
292194,1
447157,1
289678,1
153671,1
218789,1
471769,0
161661,0
475799,1
234845,0
408150,1
410874,1
358789,0
304755,1
413788,1
182455,1
156651,0
127348,0
155484,1
332477,0
163564,1
399904,1
313681,1
385085,1
344980,0
471311,0
133851,0
429022,1
272302,1
377668,1
395938,1
375262,1
213032,0
350970,1
432436,1
243061,1
138917,0
389310,1
385762,0
409680,0
343932,1
298681,1
141240,1
277975,1
317089,0
475004,0
442676,1
225327,0
275780,1
376864,0
303149,0
350128,1
242508,1
211411,1
376329,1
243243,1
265965,1
401800,0
402537,1
356083,0
366783,0
271484,0
385690,0
202327,0
420029,1
450907,0
129521,1
187681,0
438429,1
442094,1
247257,1
312329,1
483491,1
216049,0
239787,1
283180,0
432513,0
371391,1
374742,1
239517,0
283220,1
366420,1
136305,1
376313,1
235241,1
408740,0
322324,0
221612,1
313699,0
184408,0
181307,1
399895,0
312423,0
301536,1
234294,0
434001,1
407671,1
301606,1
283596,0
409318,0
307953,1
140433,1
136455,0
126990,0
157872,0
298988,0
229492,0
366711,0
308695,1
182301,1
316328,1
148586,1
249257,1
365706,0
212012,1
145704,0
311483,1
258712,1
367799,1
165766,0
405648,0
331795,1
137583,0
153309,1
423570,1
267466,1
493517,1
201325,1
373322,0
186364,1
486998,1
392127,1
144849,0
490918,1
215138,0
310243,1
416211,0
497186,1
190271,0
354875,1
189815,1
416180,0
298516,0
161160,0
264729,0
145638,1
374781,1
137039,0
277395,1
396301,1
466465,0
387198,1
458823,1
210391,1
340816,1
261052,1
368243,1
338236,1
344407,1
129932,1
416942,1
367509,1
402983,1
261839,0
360622,1
209940,0
400941,1
225949,1
195957,1
239447,0
407288,1
376082,1
249016,0
360430,1
211923,1
291246,1
379607,0
484892,1
227282,1
329928,1
447668,1
139558,1
469929,0
162795,0
289611,0
450035,1
254505,0
383144,1
351393,0
256135,1
137458,0
421597,1
490465,0
298628,0
143318,0
254760,0
249786,1
389736,1
368983,0
375045,1
388476,1
178932,1
172661,0
138960,1
408408,0
194697,1
396071,0
218178,1
316907,1
260218,1
223323,0
415839,0
211559,1
425079,0
390792,1
431716,1
194470,1
294236,1
389432,1
406650,0
491899,1
163174,1
222029,0
397204,1
160667,1
181622,0
421837,0
412279,1
311682,1
478137,1
282761,1
317636,1
489898,0
285922,1
348652,0
129683,1
340169,1
133441,0
351719,0
323898,1
323577,0
467959,1
268464,0
284007,1
281611,1
309026,0
159196,1
482237,0
382865,0
228185,1
179420,0
127106,0
314605,0
404981,1
386011,0
455317,1
333539,1
335241,0
217367,1
405298,1
142164,0
445210,1
345376,1
143597,0
132883,0
278165,1
165162,1
322824,1
248384,1
366800,1
249882,1
232953,1
304242,0
485304,1
307725,0
190360,1
128898,1
269781,0
210345,1
494278,1
387050,1
230399,0
209688,0
179742,1
176730,1
326390,1
178931,1
257706,0
198657,1
138312,1
335820,1
306411,1
158052,1
216515,1
481833,1
294511,1
149113,1
144745,1
264044,1
444215,1
355648,1
138332,1
124764,0
218865,1
452779,1
458950,1
356298,1
145231,1
187187,1
436675,0
474930,1
419498,1
211592,0
469151,0
486574,1
419963,1
196650,0
139342,1
204711,1
268585,0
154636,1
144012,1
405541,1
421592,1
474139,0
334119,0
283155,1
425226,1
190900,0
433068,1
488218,1
313080,0
202039,1
465586,1
241514,1
166347,0
349473,1
328148,1
452880,1
124282,0
181889,0
342806,1
281232,1
457230,1
482096,0
461939,1
246422,1
179670,1
250399,1
163725,1
268604,1
392479,1
438605,1
232160,1
339854,0
211680,1
255500,1
434793,1
441101,0
134483,0
124918,0
156756,1
496057,1
326722,1
211297,1
464146,0
345735,0
499166,0
348907,1
308224,1
429203,1
403654,0
286252,1
228056,0
148390,1
157511,0
420847,0
410097,0
405939,1
233804,0
215235,0
223149,1
494720,1
496600,0
484720,0
490128,0
384600,1
428592,1
387776,1
472824,0
417933,1
305047,1
243420,1
338980,0
478208,1
314289,1
211238,0
485597,1
356045,0
498759,1
356159,0
218541,0
467387,0
